Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
vendite 159;https://www.autopareri.com/forums/topic/17681-vendite-159?&page=19#comments;14/01/2006 00:53;TORRE;;I prezzi di 159 ora sono ottimali...basta fare qualche configurazione sul sito ed è evidente...la gente ora è scettica...la 159 piace ma magari non convince causa i recenti trascorsi. Se prima Tizio comprando la 156 ci passava sopra all'affidabilità perchè ad un prezzo basso ( tra km 0 e un listino cmq più basso della Triade Tedesca ) si portava a casa una macchina bellissima adesso no...adesso l'aspetta al varco. Vuole sentire i pareri di quelli che ce l'hanno vuole sentire che si è affidabile va bene ecc ecc. Perchè il cliente è scettico chi più. chi meno. Secondo me la fascia dei clienti più appettibile per quest'Alfa è quella degli indecisi in dubbio se comprare una Bmw o un'Alfa. Difficile secondo me che un affezzionato bmwista scenda da una bmw per salire su quest'alfa...per una questione di fidelizzazione. Se a livello d'immagine e servizi l'Alfa sarà finalmente ben gestita allora si che chi è salito oggi su un'alfa non ne scenderà mai più. Speriamo il bene.... ;Alfa Romeo;159;positivo;positivo;;;;;;;;;;;
la batcaverna 635csi &co;https://www.bmwpassion.com/forum/threads/la-batcaverna-635csi-co.85405/page-316;07/09/2010 00:00;*Zeta10*;'speciale non saprei.non riproducibile è difficil con i tintometri e i lettor i colori sono riproducibilissimi. altrimenti vedresti ben poche storiche restaurate con colore originale';per la daytona sono d'accordissimo sul blue non so come si chiama una sorta di blue elettrico chiaro non metallizzato* ne ho vista una e ne sono rimasto innamorato invece per la magnum P.I.mobile e per la 550 preferisco il rosso ( 5 litri di rosso quello buono ! ) poi anch'io non mi fossilizzo ad esempio la gloriosa 375gtb4 la prenderei giallo canarino** ecc*** ;;;;;;;;;;;;;;;
BMW Serie 1 Cabrio (Topic Ufficiale);https://www.autopareri.com/forums/topic/29691-bmw-serie-1-cabrio-topic-ufficiale?&page=4#comments;15/02/2008 23:25;MASTINO;;Cmq oggi ho visto la 1 coupè in concessionaria a roma e devo dire che dal vivo appare molto più proporzionata... ;BMW;Serie 1 Cabrio;neutro;;;neutro;;;;;;;;;
Mazda MX-5 MY 2018;https://www.autopareri.com/forums/topic/63944-mazda-mx-5-my-2018?&page=6#comments;07/09/2018 16:43;poliziottesco;;si si in Mazda solo sulla versione automatica. ;Mazda;MX-5 MY ;neutro;;;;;;;;;;;;
Mondiale F.1 - GP di Germania;https://forum.quattroruote.it/threads/mondiale-f-1-gp-di-germania.117475/page-15;23/07/2018 00:00;perdegola;"""Infatt questo è l'atteggiamento giusto per un doppiato.""";Esatto dai manco i doppiati fanno così ! ;;;;;;;;;;;;;;;
Semi OT: dove trovare immagini della Dialogos?;https://www.autopareri.com/forums/topic/6640-semi-ot-dove-trovare-immagini-della-dialogos;07/05/2004 10:18;nucarote;;Se quella e la Thesis SW allora Mercedes si ritrovera con un buon concorrente nel monopolio dei carri funebri ;Lancia ;Dialogos;negativo;;;negativo;;;;;;;;;
Opel Monza GTC Concept;https://www.bmwpassion.com/forum/threads/opel-monza-gtc-concept.37049/;18/07/2004 00:00;Melo;'motori da 1.8 140CV a 2.8T V6 da 300CV. Diesel da 1.7 125CV a 3.0 V6';Anticipa la prossima Vectra in versione CoupèPiattaforma Epsilon 2 ( la nuova versione di quella delle Cadillac BLS Chevrolet Epica Fiat Croma Saab 9-3 ) motori da 1.8 140CV a 2.8T V6 da 300CV. Diesel da 1.7 125CV a 3.0 V6 ;Opel;Monza GTC Concept;neutro;;;;;;;neutro;;;;;
TREVISO;https://www.forumelettrico.it/forum/topic364.html?sid=9b3d6660a00250109c0902db2fb0b90b;20/05/2017 18:52;michele.tonetto;;"ricevo e giro risposta dal loro FB: ""Centro Commerciale Conè"" Buongiorno la ringraziamo per la sua segnalazione. Si sta valutando un progetto di questo tipo. Al momento non sono così diffuse le auto elettriche e pochi centri commerciali hanno il servizio. Confidiamo che possa continuare a fare acquisti da noi anche se mancano al momento queste colonnine ! grazie e buona giornata ! Se siamo pochi resteremo ancora meno ! ! ! ";;;;;;;;;;;;;;;
Audi - Digital Rear View Mirror: il retrovisore a schermo LCD;https://www.autopareri.com/forums/topic/48304-audi-digital-rear-view-mirror-il-retrovisore-a-schermo-lcd;10/08/2012 11:51;Walker;;Questa sì che è un colpo di genio. Ne propongo l'immediata installazione almeno su tutte le Lancia Ypsilon... ;Audi ;;positivo;;;;;;;;;;molto positivo;;
A2 1.2 Fsi;https://www.autopareri.com/forums/topic/14601-a2-12-fsi;01/08/2005 10:52;Linda;;Ciao a tutti ! Io ho sentito in questo forum da una persona rispettabile l'esistenza di una Audi A2 1.2 FSI indicando inoltre che non è più in produzione. Sarei curiosa di sapere visto che sul sito dell'Audi hanno solo modelli in produzione le caratteristiche tecniche di questa vettura nonché le sue prestazioni. Un grazie d'anticipo a chi saprà soddisfare la mia richiesta ! ;Audi;A2;neutro;;;;;;;;;;;;
Mercedes-Benz Classe A 2018;https://www.autopareri.com/forums/topic/64437-mercedes-benz-classe-a-2018?&page=6#comments;02/02/2018 20:29;Tommy99;;Il posteriore della nuova Classe A Il frontale è troppo basso la linea laterale sopra le maniglie non mi piace affatto e stona nella fiancata il posteriore sembra gonfio. Internamente sembra molto moderna ma molto spoglia la plancia di una panda 750 qualunque. In generale preferisco di gran lunga l'attuale e nel complesso l'attuale famila feeling. Poi chissà vedendola per strada di sicuro la sua figura la farà... ;Mercedes_Benz;Classe A;negativo;;negativo;negativo;;;;;;;;;
Alfa Romeo Stelvio Quadrifoglio 2017;https://www.autopareri.com/forums/topic/62263-alfa-romeo-stelvio-quadrifoglio-2017?&page=154#comments;02/11/2017 09:42;AndreaB;;"In basso con caratteri microscopici pare esserci scritto ""e non rompete più le OO""............ ";Alfa Romeo;Stelvio Quadrifoglio;negativo;;;;;;;;;;;;
Peugeot 308 (Topic Ufficiale - 2007);https://www.autopareri.com/forums/topic/23569-peugeot-308-topic-ufficiale-2007;24/05/2007 16:17;JOKEJOE;;Il cruscotto sembra una copia cinese dell' Audi A4 cabrio... ! ! ! Ma forse a loro sarebbe venuto anche meglio....le bocchette sono veramente piccole... X non parlare del volante....sempre lo stesso.. ! ! ( come i cerchi ) ;Ppeugeot;308;negativo;;negativo;;;;;;;;;;
Mitsubishi ASX (Topic Ufficiale - 2009);https://www.autopareri.com/forums/topic/36140-mitsubishi-asx-topic-ufficiale-2009?&page=75#comments;24/09/2010 08:30;lordlele;;Chiedo perdono è comparso dopo che ho scritto il primo messaggio ! Come vedi ora ho modificato invence prima no... ariscusa ! ! ! ;Mitsubishi ;ASX;neutro;;;;;;;;;;;;
Chiusura Lancia nel mercato europeo (tranne Italia);https://www.autopareri.com/forums/topic/63136-chiusura-lancia-nel-mercato-europeo-tranne-italia?&page=6#comments;10/05/2017 10:13;mmaaxx;;Senza considerare che l'immagine di Lancia non è più così forte all'estero come lo era 20 anni fa. In molti non conoscono l'esistenza di tale marchio fuori dai nostri confini. ;Lancia;;negativo;negativo;;;;;;;;;;;
Prezzi della Nuova Mazda6;https://forum.quattroruote.it/threads/prezzi-della-nuova-mazda6.73236/page-4;04/02/2013 00:00;carlonervi;;Beh comunque a me le Citroen son sempre piaciute con le loro sospensioni mi sembrava sempre che quando si spegnevano si accucciassero come un cagnolino come la mitica Citroen DS ;Citroen;;positivo;;;;positivo;;;;;;;;
Quale futuro per i Supercharger Tesla;https://www.forumelettrico.it/forum/il-futuro-dei-supercharger-tesla-t5479-20.html?sid=76a4e6da9c61b749e4aa9d1d9107078a&sid=76a4e6da9c61b749e4aa9d1d9107078a;29/04/2019 19:07;mirko2016;;OT: Apple vende tanto dagli storie online ben cari perché ha incentrato il suo prodotto a essere molto vincolato. Ogni volta caricare i film sopra l'iPad è un patimento. Quindi chi si abitua a usare i suoi prodotti che fanno figo e costano un botto senza alcuna giustificazione è facile sia predisposto a buttare via i soldi anche negli storie Apple.Manco regalato lo voglio l'iPhone dopo che ho visto come va l'iPad.Ritornando in topic Tesla per ora offre qualcosa di più degli altri ma un domani che le grosse case saranno entrate seriamente nel mercato non sarà così facile essere un passo avanti e molto probabilmente si equivarranno tra tutti. Lì molto lo farà il marketing e le ricerche di mercato. Che poi analogamente alla Apple anche lei ormai non offre da tempo nulla di più della concorrenza ricordo lo sfottò della Xiaomi che faceva gli iPhone X pack dove per arrivare al prezzo dell'iPhone X metteva un telefono di pari prestazioni come lo Xiaomi Mi ( non ricordo il numero ) oltre una marea di altra tecnologia tutta ovviamente Xiaomi.;;;;;;;;;;;;;;;
Prius4 finalmente arrivata e diario di bordo;https://forum.quattroruote.it/threads/prius4-finalmente-arrivata-e-diario-di-bordo.112301/page-13;26/04/2018 00:00;paulein118;;L'unità si può cambiare su Yaris 2017 strano che non si possa su Prius. Sulla mia Yaris invece non si può cambiare ;Toyota;Prius 4;neutro;;;;;;;;;;;;
SONDAGGIO: CONCESSIONARI IN - CONCESSIONARI OUT;https://www.bmwpassion.com/forum/threads/sondaggio-concessionari-in-concessionari-out.21503/page-9;18/07/2007 00:00;zillo;;L'idea di rioranizzare il thread è davvero ottima anche perchè ora iniziano ad esserci molti post..Non è che qualcuno sa come segnalare la cosa a qualche admin volenteroso ? ;;;;;;;;;;;;;;;
Audi S3: Foto senza veli!!!;https://www.bmwpassion.com/forum/threads/audi-s3-foto-senza-veli.26928/page-4;15/04/2004 00:00;Garzò;;non so ;Audi;S3;neutro;;;;;;;;;;;;
Mazda CX-5 2011;https://www.autopareri.com/forums/topic/44087-mazda-cx-5-2011?&page=22#comments;17/02/2012 14:46;led zeppelin;;"ah bè...la Mazda 5 pur nella incommensurabile bruttezza ha almeno il merito di offrirti con 10 cm di lunghezza in più rispetto a Cx-5 o un bagagliaio semplicemente immenso o due posti d'emergenza che magari non userai mai ma sai che se ti servono ci sono... da questo punto di vista è un mezzo decisamente più ""utile"" della Cx-5. e da quel che ho letto più o meno universalmente considerato uno dei riferimenti della categoria per la guida. certo per molti il monovolume è una ""scelta di vita"" ma imho il suv non è da meno se estrapolato dal suo uso appropriato ( 4wd ridotte e offroad ) . ";Mazda;CX-5;negativo;;;;;;;;;;;;
Brera 2.2 JTS;https://www.bmwpassion.com/forum/threads/brera-2-2-jts.21143/page-3;22/11/2004 00:00;Roger84;"amoscio ha scritto: ma la brera 3.2 è stata provata da qualche rivista? ... Lel utente del foru alfista d.o.c l'ha provata. Non dico null spero solo che si decida a scrivere le sue impressioni.... Rispetto tutti quindi non riporto le sue impression ma sono significative (e non mi riferisco alla persona ma all'utente GTA) "" amoscio ha scritto: ma la brera 3.2 è stata provata da qualche rivista? ... Lel utente del foru alfista d.o.c l'ha provata. Non dico null spero solo che si decida a scrivere le sue impressioni. 'ma la brera 3.2 è stata provata da qualche rivista? '";Lele utente del forum alfista d.o.c. l'ha provata. Non dico nulla spero solo che si decida a scrivere le sue impressioni. ;Alfa Romeo;Brera;neutro;;;;;;;;;;;;
Trazione Alfa Romeo;https://forum.quattroruote.it/threads/trazione-alfa-romeo.84/page-6;05/04/2009 00:00;156jtd.;"Cometa Rossa ha scritto: BelliCapelli3 ha scritto: Rimango un po' perplesso. Nel vecchio forum si era detto ( anzi urlato )che siamo nel 21esimo secol che era l'ora di farla finita con questi geronto - alfisti nostalgici della t che non accettano il progresso della meccatronica cibernetic che sono tutti pseudoalfisti denigrator che se ne dovrebbero andare in altro foru ed ora viene fuori che ""la nuova razza alfista a ta"" che tanto alzava la voc è fatta di quattro gatti arruffati? Dove siete? Chro 156 ( cambiato nic come mai ? dove siete finiti? Vaporizzzati? Ma noi tuteliamo le minoranz tornate fiduciosi. Almeno questo merito ce l'h il nuovo forum: con i sondaggi può togliere un po' di peso specifico a chi starnazza più forte e più spesso degli altri. A quanto sta ora la t 70%? . Salutoni a trazione posteriore a tutti! ... Aspett aspetta.. questi sono capaci di chiamare a raccolta un sacco di amici dei forum sulle suonerie per cellulari o sull'ultimo trucco per vincere a gran turism e farli votare in massa ta per ripristinare l'equilibrio Alla fine si vede chiaramente cosa vogliano le persone da un'Alfa Romeo. Speriamo che a Torino leggano questo sondaggi speriamo! E che provvedano in frett che ogni giorno che passa è un giorno di ritardo. (tra l'altro io sto ancora aspettando 156jtd od autofede che mi spieghino come mai la serie nel cambio di corsia sul bagnat sia passata ad un km/h in più della ta delta; ma penso che aspetterò a lungo)... Non sapevo neanche che mi avessi fatto questa domanda. Vorrei anche vedere che la Serie1 non faccia meglio della Delta in quanto a comportamento stradale; Gia mi pare che un solo km per 2 auto cosi differenti mi sembrino piu una vittoria Delta o sconfitta Bmw che viceversa. E poi la Delta si è gia avvicinata troppo a Serie1 e 3 in prestazioni motoristiche considerando la diversa aerodinamica che in teoria dovrebbe essere nettamente a favore di bmw .... noto che si continua a paragonare alfa o peggio ancora lancia a bmw che è di un altro pianeta non solo per il differente e fondamentale tipo di trazione..... alfa e lancia sono a TA e vanno confrontate solo con tutte le altre TA delle quali c'è un fottìo in gir per tutti i gusti. ' Cometa Rossa ha scritto: BelliCapelli3 ha scritto: Rimango un po' perplesso. Nel vecchio forum si era detto ( anzi urlato )che siamo nel 21esimo secol che era l'ora di farla finita con questi geronto - alfisti nostalgici della t che non accettano il progresso della meccatronica cibernetic che sono tutti pseudoalfisti denigrator che se ne dovrebbero andare in altro foru ed ora viene fuori che ""la nuova razza alfista a ta"" che tanto alzava la voc è fatta di quattro gatti arruffati? Dove siete? Chro 156 ( cambiato nic come mai ? dove siete finiti? Vaporizzzati? Ma noi tuteliamo le minoranz tornate fiduciosi. Almeno questo merito ce l'h il nuovo forum: con i sondaggi può togliere un po' di peso specifico a chi starnazza più forte e più spesso degli altri. A quanto sta ora la t 70%? . Salutoni a trazione posteriore a tutti! ... Aspett aspetta.. questi sono capaci di chiamare a raccolta un sacco di amici dei forum sulle suonerie per cellulari o sull'ultimo trucco per vincere a gran turism e farli votare in massa ta per ripristinare l'equilibrio Alla fine si vede chiaramente cosa vogliano le persone da un'Alfa Romeo. Speriamo che a Torino leggano questo sondaggi speriamo! E che provvedano in frett che ogni giorno che passa è un giorno di ritardo. (tra l'altro io sto ancora aspettando 156jtd od autofede che mi spieghino come mai la serie nel cambio di corsia sul bagnat sia passata ad un km/h in più della ta delta; ma penso che aspetterò a lungo)... Non sapevo neanche che mi avessi fatto questa domanda. Vorrei anche vedere che la Serie1 non faccia meglio della Delta in quanto a comportamento stradale; Gia mi pare che un solo km per 2 auto cosi differenti mi sembrino piu una vittoria Delta o sconfitta Bmw che viceversa. E poi la Delta si è gia avvicinata troppo a Serie1 e 3 in prestazioni motoristiche considerando la diversa aerodinamica che in teoria dovrebbe essere nettamente a favore di bmw . ' BelliCapelli3 ha scritto: Rimango un po' perplesso. Nel vecchio forum si era detto ( anzi urlato )che siamo nel 21esimo secol che era l'ora di farla finita con questi geronto - alfisti nostalgici della t che non accettano il progresso della meccatronica cibernetic che sono tutti pseudoalfisti denigrator che se ne dovrebbero andare in altro foru ed ora viene fuori che ""la nuova razza alfista a ta"" che tanto alzava la voc è fatta di quattro gatti arruffati? Dove siete? Chro 156 ( cambiato nic come mai ? dove siete finiti? Vaporizzzati? Ma noi tuteliamo le minoranz tornate fiduciosi. Almeno questo merito ce l'h il nuovo forum: con i sondaggi può togliere un po' di peso specifico a chi starnazza più forte e più spesso degli altri. A quanto sta ora la t 70%? . Salutoni a trazione posteriore a tutti! ... Aspett aspetta.. questi sono capaci di chiamare a raccolta un sacco di amici dei forum sulle suonerie per cellulari o sull'ultimo trucco per vincere a gran turism e farli votare in massa ta per ripristinare l'equilibrio Alla fine si vede chiaramente cosa vogliano le persone da un'Alfa Romeo. Speriamo che a Torino leggano questo sondaggi speriamo! E che provvedano in frett che ogni giorno che passa è un giorno di ritardo. (tra l'altro io sto ancora aspettando 156jtd od autofede che mi spieghino come mai la serie nel cambio di corsia sul bagnat sia passata ad un km/h in più della ta delta; ma penso che aspetterò a lungo) 'Rimango un po' perplesso. Nel vecchio forum si era detto ( anzi urlato )che siamo nel 21esimo secol che era l'ora di farla finita con questi geronto - alfisti nostalgici della t che non accettano il progresso della meccatronica cibernetic che sono tutti pseudoalfisti denigrator che se ne dovrebbero andare in altro foru ed ora viene fuori che ""la nuova razza alfista a ta"" che tanto alzava la voc è fatta di quattro gatti arruffati? Dove siete? Chro 156 ( cambiato nic come mai ? dove siete finiti? Vaporizzzati? Ma noi tuteliamo le minoranz tornate fiduciosi. Almeno questo merito ce l'h il nuovo forum: con i sondaggi può togliere un po' di peso specifico a chi starnazza più forte e più spesso degli altri. A quanto sta ora la t 70%? . Salutoni a trazione posteriore a tutti! '";Alfa e Bmw possono essere paragonate perche hanno nel DnA la sportività ottenuta con diversi elementi ma pur sempre sportività. Delta con Bmw non c'entra nulla perche hanno obbiettivi e clientele completamente diverse. Il confronto lo si è fatto piu per il motore che per il resto dove Serie1o 3 sono ovviamente migliori in comportamento stradale e Delta in Interni e confort generale . ;Alfa Romeo;;neutro;;;;;;;;;;;;
Diesel Subaru KO!;https://forum.quattroruote.it/threads/diesel-subaru-ko.82071/page-3;06/10/2013 00:00;Suby01;Ci sta? Valla a fare negli states una cosa del genere.... Altro che clienti collaudator ti fannobun culo come una casa... No un'attimo..allora partendo dal presupposto che anche io sono dalla parte giust ovviamente ma facendo conto anche di non parlare di auto tutto si può rompere ok? Non esiste niente che non si rompa ma c'è qualcosa che è' meno soggetta e qualcosa che lo è di più...nel caso di un motore cosi subaru senza ALCUNA esperienza ha fatto un diesel lo ha subito fatto common rail in lega boxer ( caso unico 16 V come la concorrenza ..risultato? Ha fatto cilecca nei primi due anni laddove gli altri hanno fatto cilecca venti anni fa magari perché son partiti prima. ,parlando di automobili e normale evoluzione tecnica la cosa ci sta accettabilissima...ma e ' chiaro che parlo da esterno mi spiace per chi gli è accaduto assolutamente ma da estern ripet la cosa ha una sua logica industriale e tecnica...solo negli states possono giusto fare il mazzo come fai a fare un motore e dire che non s romperà mai? E' impossibile impossibile 'Ci sta? Valla a fare negli states una cosa del genere.... Altro che clienti collaudator ti fannobun culo come una casa';Poi i 32k euro che chiedevano per la macchina li volevano buoni mica fallati. Io voglio un motore che sì puó rompere come tutte le parti meccaniche non uno che si sa già che ha un difetto strutturale ;Subaru;;negativo;;;;;;;molto negativo;;;;;
[USA/KOR] Kia K900/Quoris 2013;https://www.autopareri.com/forums/topic/46526-usakor-kia-k900quoris-2013?&page=3#comments;28/02/2012 13:22;RiRino;;Ne non dire è il doppio rene BMW unito al cento...:mrgreen: ;Kia;K900/Quoris;neutro;;;;;;;;;;;;
Nuova Suzuki Swift;https://forum.quattroruote.it/threads/nuova-suzuki-swift.109819/page-17;04/12/2018 00:00;porfirio.luca@gmail.com;;Bhoo la mia al minimo accelerando da fermo lievemente e rilasciando ha un fastidioso rimbombo che si diffonde nell’abitacolo.. ;Suzuki;Swift;negativo;;;;;negativo;;;;;;;
Buona settimana dal 18/12 al 24/12;https://forum.quattroruote.it/threads/buona-settimana-dal-18-12-al-24-12.113840/;21/12/2017 00:00;ivanpg;;Ciao Forum. Qui continua il bel tempo e il lago è sempre più basso ;;;;;;;;;;;;;;;
Jaguar E-Pace 2017;https://www.autopareri.com/forums/topic/63395-jaguar-e-pace-2017?&page=9#comments;14/07/2017 08:57;LucioFire;;ho votato molto prima di vedere gli interni...cambiateme el voto ! paiono quei teli che mettono sui muletti per nascondere la plancia.orribile prezzo che versione sarebbe ? ma sei sicuro ? mi pare strano... si tecnologia di 10 anni prima e interni che ti rimanevano in mano solo a guardarli...l'abbiamo valutata per l'acquisto...ma no grazie ( che poi mica costava poco ) ;Jaguar;E-Pace;negativo;;molto negativo;;;;;;;;;;
Carrera S vs V8 Vantage vs M6;https://www.bmwpassion.com/forum/threads/carrera-s-vs-v8-vantage-vs-m6.18566/;07/09/2004 00:00;996;;"Puntata di Top Gear dell'11 novembre.... tra le varie considerazioni una prova obiettiva: chiudono un tratto del circuito del TT ( sull'isola di Man ) fanno arrivare Stig ( ROTFL come se fosse un pacco... ) e sotto pioggia e vento infernali gli fanno percorrere un bel pezzo. La strada è molto veloce quindi i cavalli dovrebbero contare. Il risultato: Carrera S: 1'29"".98 Aston Martin V8 Vantage: 1'35"".81 BMW M6: 1'35"".87 ( da ida ) ";Porsche;Carrera S, V8, Vantage, M6;neutro;;;;;;;;;;;;
Clio frenata sul bagnata lunga;https://forum.quattroruote.it/threads/clio-frenata-sul-bagnata-lunga.122130/;12/04/2019 00:00;albert56;;e oltre ai 5 anni saranno anche pelate...occhio a non battere il naso ;Renault;Clio;negativo;;;;;;;;;;;;
Alfa Romeo 4C 2013;https://www.autopareri.com/forums/topic/56324-alfa-romeo-4c-2013?&page=122#comments;25/02/2013 21:57;brothersfan;;ok ma l'importante è che chi ti da l'informazione non se la prenda se qualcuno gliela contesta... ;Alfa Romeo;4C;neutro;;;;;;;;;;;;
Ford Fiesta (Topic Ufficiale - 2008);https://www.autopareri.com/forums/topic/28421-ford-fiesta-topic-ufficiale-2008?&page=62#comments;17/06/2009 09:15;Alfistasenz'Alfa;;Ragazzi ho un cruccio per la testa ! :idea: Cambiare i multirazze del titanium pack con i 16 della Ka ! Come posso fare ? Dove li posso ordinare ? Quanto costeranno ? A chi potrei vendere quelli precedenti ? Grazie ;Ford;Fiesta ;neutro;;;;;;;;;;;;
ARESE riapre?!?!?!?;https://www.autopareri.com/forums/topic/5644-arese-riapre?&page=8#comments;13/04/2004 10:00;il FUSI;;"Lavorano bene lo stesso in quanto dentro non è certo trascurato come fuori. E poi comunque fino ai primi anni '90 disegnavano al Portello quando mezzo era già diroccato sembra quasi che lavorare in ambienti un po' poco ""eccitanti"" renda bene al disegno... ";;;;;;;;;;;;;;;
Drive up;https://forum.quattroruote.it/threads/una-mano-con-lelettronica-della-mia-bravo.119883/;16/12/2018 00:00;Guastatore1986;"'Ho visto il nuovo programma su Italia una delusione! In mezzo alla pubblicità di intravvedeva qualche aut messa in secondo piano dai ""presentatori"" Ringo e la bellona di turn che non ricordo come si chiam che discutevano se il giro di pista si dovesse fare con musica Pop o Rock. Le auto sono apparse con inquadrature ""bizzarre"" con alla fine una scheda tecnica striminzita che compare per 5 secondi. Forse era la puntata zer ma rimpiango Easy Driver che non era tanto di più.'";Ma secondo te Easy Driver lo rifaranno ? ;;;;;;;;;;;;;;;
Fiera Padova;https://www.bmwpassion.com/forum/threads/fiera-padova.113002/page-8;19/03/2009 00:00;Bmw E34M50;'Esagerato!!! Mica abitiamo in siberia!!! ';Furbetto te l'ho segnalato io il topic Starda fai di tutto per non incontrarmi mi hai lasciato i pargoli e tante rate da pagare a che 'ndemo a sciar sto ano vecio:wink: No excuses ;;;;;;;;;;;;;;;
L'accordo Alfa - Nissan del 1980;https://www.autopareri.com/forums/topic/12050-laccordo-alfa-nissan-del-1980?&page=5#comments;21/03/2005 13:05;stev66;;Era abbastanza cara ed in gara era considerata meno efficiente del Supercinque GT Turbo che costava anche meno. Gia' dimenticavo: anche il Supercinque Turbo era abbastanza diffuso. ;Alfa, Nissan, Renault ;;negativo;;;;;;;;;;;;
Jaguar XK (Topic Ufficiale - 2005);https://www.autopareri.com/forums/topic/14965-jaguar-xk-topic-ufficiale-2005?&page=5#comments;25/08/2005 23:46;Matteo B.;;Sopratutto QUALCUNO ;Jaguar;XK;;;;;;;;;;;;;
208 GPL con impianto Landi - problemi alimentazione;https://forum.quattroruote.it/threads/208-gpl-con-impianto-landi-problemi-alimentazione.110550/;13/07/2017 00:00;grigiuQR;;dal silenzio capisco che o il mio difetto non è così diffuso come hanno cercato di darmi a bere dalla concessionaria o chi ha avuto il difetto non conosce quattroruote il difetto continua e diventa più frequente gratitudine per ogni consiglio della redazione o esperienza dei lettori o impegno REALE da parte di peugeot / concessionarie ;Peugeot;208;negativo;;;;;;;;;;;;
Nuova MINI RAY;https://forum.quattroruote.it/threads/nuova-mini-ray.2374/page-4;05/07/2009 00:00;Miky_77;"""Autore Messaggio farmacista79 04/07/2009 18:21:14 Soggetto: Nuova MINI RAY -------------------------------------------------------------------------------- allora i motori benzina sono di derivazione bm mentre i diesel sono pegeaut!!!! A me la ray va benissimo è scattante al punto giust la fiat 500 è una bellissima macchina ma pecca un po' nei materiali...ps provate a chiudere lo sportello della 500 e quello della ray... vedete che differenza di suon quello della 500 è un pli quello della ray è un BOOM.""";"Finalmente è arrivata ! Sono andata ieri a ritirarla e cosa devo dire...è bellissima ! ! ! Ho letto alcuni post e sono rimasta a dir poco sbalordita da alcune dichiarazioni. Come si fa a dire che la Mini Ray non è una vera MIni ? E' una Mini eccome ! Non si possono dire certe cose non avendola vista e provata. E' identica alle altre Mini anche negli interni ha tutto non le manca nulla l'unica differenza sta nel motore che rispetto alla One ha 75cv ma non è per niente un motore ""moscio"" come qualcuno ha affermato. E volevo precisare per chi non lo sapesse che la Mini Ray ( nome puramente commerciale scelto per il lancio da bmw in Italia ) è in realtà la Mini One come c'è scritto sui listelli sottoporta della mia Mini. Lo hai notato anche tu vero Farmacista 79 ? Concordo pienamente con te Farmacista79 E poi c'è un enorme abisso tra Fiat 500 e la Mini Ray. ";Mini;Ray;positivo;;;;;;;molto positivo;;;;;
rx 400h;https://forum.quattroruote.it/threads/rx-400h.31313/;05/06/2010 00:00;Allerg;;da aggiungere inoltre che in 100.000 km di emozioni 0 ( zero ) problemi....L'ambassador è la migliore non esiterei 1 minuto. 400h for ever.. ;Lexus;Rx;positivo;;;;;;;;;;;;
Lexus Online;https://forum.quattroruote.it/threads/lexus-online.117540/;30/07/2018 00:00;NEWsuper5;'sì è uno zip ma le istruzioni non dicono di scompattarlo';Mi sembra strano che poi l'auto riesca a leggere il file zip. Hai provato a vedere cosa c'è dentro la cartella ? ;Lexus;;;;;;;;;;;;;;
Alfa in USA: con quale qualità? (Taurus se ci sei........);https://www.autopareri.com/forums/topic/4070-alfa-in-usa-con-quale-qualit%C3%A0-taurus-se-ci-sei;13/01/2004 09:56;duetto80;;Benvenuto semprealfista Cosa che non è riuscita ad AUDI che circa 25 anni fa ha bruciato il marchio in maniera irreversibile a causa di problemi di affidabilità. VW negli USA è considerata superiore ad AUDI. All'inizio degli anni 80 AUDI subì un'altro pesante smacco nei test d'impatto. Questi furono infatti superati da FIAT STRADA ( Ritmo ) e non da AUDI 5000 ( 200 ) ;Alfa Romeo, Audi, Volkswagen;;negativo;negativo;;;;;;;;;;;
Alfa Romeo 159 M.Y. 2011 [Sedan Wagon];https://www.autopareri.com/forums/topic/38285-alfa-romeo-159-my-2011-sedan-wagon?&page=47#comments;10/10/2008 20:26;Dodicicilindri;;In altri topic è stato detto che la SUV sarà realizzata su pianale Compavt o Compact evo. ;Alfa Romeo ;159;negativo;;;;;;;;;;;;
Maserati Levante 2016;https://www.autopareri.com/forums/topic/60515-maserati-levante-2016?&page=29#comments;22/02/2016 09:56;Cosimo;;ma no si scherza.. avendolo visto più volte dal vivo anche praticamente senza camuffature devo dire che ha una bella presenza scenica. Per una macchinone arrogante come questo trovo sia indovinato il muso lungo e l'abitacolo arretrato. Che poi fa parte del dna maserati anche se sui suvvoni la paternità è sicuramente infiniti. Avendolo visto in treno con cayenne e mi pare x6 si nota molto la differenza di proporzioni in quel senso. La cosa può piacere o no questione di gusti ma almeno dal vivo percepisci immediatamente che è diverso oltre che enorme. Del concept kubang invece avrei mutuato grafiche e trattamento delle superfici che ritengo più moderne ma credo che la scelta conservativa sia stata fatta con un occhio al mercato. Range per me rimane cosa a parte in quanto archetipo del genere in ogni caso lo preferisco. ;Maserati;Levante;positivo;;;positivo;;;;;;;;;
