Titolo;URL;Timestamp;User;(Testo Citato);TESTO;Costruttore;Modello;Sentiment;Brand;Interni;Esterni;Meccanica;Prestazioni;Consumi/Autonomia;Motore;Elettrico;Fuoristrada;Elettronica di Bordo;Manutenzione;Assistenza/Concessionari
Porsche: nuovo record di vendite nel mondo;https://forum.quattroruote.it/threads/porsche-nuovo-record-di-vendite-nel-mondo.108377/;18/02/2017 00:00;Mastertanto;"'Nel 2016 la Porsche ha venduto nel mondo 237.778 vettur con un aumento di circa il 6% rispetto al già anno record 2015. Ovviamente a questo record hanno contribuito soprattutto la Macan e la nuova 718 boxste che hanno fatto registrare gli incrementi più significativ in particolare la Maca con un +19%. In Europa si è registrato un +5%. Segno che la cris nel ""vecchio continente sembra possa essere considerata ormai alle spall anche se a ""macchia di leopardo"". Il mercato dove si è registrata la crescita maggiore è stato la Cina: +12%. Fonti del dato vendita: auto.it e web in genere. Nelle foto la Maca ovvero il Suv Porsche meno costoso (a partire da 61.000 euro). Fonte delle foto: Quattroruote.it'";Questo tuo topic a differenza degli altri non pare avere gran successo. Il perché non è difficile da intuire : questi numeri - comunque assolutamente impressionanti rispetto a quanto vendevano fino a qualche anno fa - sono dovuti soprattutto alle Suv : che non entusiasmano chi ( come il sottoscritto ) apprezza Porsche per le sue sportive. Anche se bisogna riconoscere che almeno la Macan ( la Cayenne non è mai stata roba che possa piacere a me ) è una Suv davvero ben concepita : in pratica è.... il meno Suv possibile con massa molto contenuta - direi eccezionalmente leggera per il tipo d'auto - baricentro molto basso ( sempre per il settore ) ed un progetto palesemente molto curato in perfetto stile Porsche con conseguenti prestazioni e soprattutto comportamento stradale di alto livello assoluto e del tutto eccezionale per una Suv. Detto questo naturalmente mi guardo bene dal convertirmi alle Suv. Mi è però venuta in mente una considerazione : forse se la 911 nelle sue molte forme - ma anche le Cayman / Boxster le 918 le Panamera... - è così eccezionale così ben sviluppata nel tempo è anche merito delle Suv : nel senso che Porsche a seguito dell'aumento di dimensioni ( e di profitti.... qualche anno fa era il fabbricante d'auto più redditizio al mondo non so se sia ancora così ) non è più un piccolo costruttore : e dispone di capitali centri di ricerca e collaudo in abbondanza.... in una parola di tecnologia. Tanta tecnologia : quella che poi permette di costruire sportive ( e non solo sportive come detto ) così eccezionali così evolute così raffinate : dove per raffinatezza non intendo affatto la ricerca dell'estremo ma invece il costante affinamento di prodotti nati da ottime ed equilibrate idee di base che vengono man mano ripensate analizzate sviscerate..... insomma evolute perdendo man mano i loro difetti ( pochi e vecchi ormai ) per diventare prodotti curati in modo raro ed eccezionale. Penso insomma che se una 911 Carrera S d'oggi riesce a far convivere la versatilità la cura costruttiva ed il basso consumo con un'accelerazione ormai al livello di una Ferrari F40 beh forse un po' è merito anche delle Suv..... ;Porsche;;positivo;positivo;;;positivo;;;;;;;;
Tucson: andate trasmissione e frizione;https://forum.quattroruote.it/threads/tucson-andate-trasmissione-e-frizione.78564/;02/06/2013 00:00;jaymz67;;Un saluto a tutti ho appena ricevuto la simpatica notizia del preventivo di appena 2350 euro per la sostituzione del cambio e della frizione dl mio tucson benzina/gpl del gennaio 2010 che qualche mese fa aveva iniziato a presentare dei rumorini ai bassi regimi da me sottovalutati. Questi rumori sono diventati sempre più forti fino a diventare una specie di mitraglia sia in folle che in retromarcia prima e seconda...il rumore scompariva a frizione abbassata. Alla Hyundai ipotizzano il cambio dei soli cuscinetti ma dopo averla smontata ecco che si aggiungono albero primario del cambio sincronizzatori frizione e altre diavolerie ( che non ricordo perche' dopo la notizia avevo quasi perso i sensi... ) per la modica cifra suddetta. La macchina ha 132000 km di cui l' 80% di autostrada non sono un novellino ho cambiato diverse macchine anche dopo chilometraggi ben superiori ma una cosa del genere mi sembra fuori dal mondo e il responsabile di officina mi ha dato ragione solo che lui non puo' farci nulla anche se ( mi ha detto ma non ci credo tanto ) proverà a sentire l'ispettore... Cosa mi consigliate di fare ? Intentare una causa ? Ingoiare il rospo ? Pareri ? Opinioni ? Anche solo parole di conforto sono ben accette sono incavolato nero con una sensazione di delusione e di beffa allucinanti e non so che pesci prendere... ;Hyundai;Tucson;negativo;;;;negativo;;;;;;;negativo;negativo
Mondiale F.1 - GP del Brasile 2018;https://forum.quattroruote.it/threads/mondiale-f-1-gp-del-brasile-2018.119252/page-12;12/11/2018 00:00;gbortolo;"""... dovevo ricongiungermi con Hill: stavamo lottando per la quarta posizione. Onestamente non sapevo che Senna [poi vincitore - n.b.] era al comando: sapevo che aveva un giro di vantaggio su di m ma era così lento... tutto è avvenuto improvvisamente: lui ha frenato con cautela all'interno di curva ed io l'ho superato all'esterno sdoppiandomi. Senza alcun rischio. ...""";Sembra ieri ... Eddie Irvine - GP Giappone 1993 Nell'occasione se ben ricordo Ayrton fu meno delicato del giovane Max: si mormora l'avesse preso proprio per il collo ! ! ! Ed era al vertice della carriera e pluri campione del mondo. [EDIT] https://www.formula1.com/en/latest/...senna-and-irvine-came-to-blows-at-suzuka.html ;;;neutro;;;;;;;;;;;;
Alfa Romeo 159 1.9 JTS: Test Drive;https://www.autopareri.com/forums/topic/15726-alfa-romeo-159-19-jts-test-drive?&page=4#comments;27/09/2005 22:46;DESMO16;;..nuova razza Fiat ? ;Alfa Romeo;159;negativo;negativo;;;;;;;;;;;
Mazda 3 2019;https://forum.quattroruote.it/threads/mazda-3-2019.119608/page-11;14/03/2019 00:00;elancia75;'Allora attendiamo le prove! Intanto osservo che le altre case intraprendono strade diverse da Mazda.';"Con eccezioni come Subaru che anzi non venderà più il DIT 1.6 turbo e per rientrare con le emissioni lo sostituirà col 2.0 aspirato ( forse mild hybrid anch'esso ) . Comunque loro hanno la filosofia del rightsizing linkata sopra chissà chi ""ha ragione"". ";Mazda;3;positivo;positivo;;;;;;neutro;;;;;
Alfa Romeo Giulia 2016;https://www.autopareri.com/forums/topic/60616-alfa-romeo-giulia-2016?&page=176#comments;23/03/2016 16:11;KALEL;;quindi a giudicare dalle ultime foto si avranno i pack tamarri iso M Sport/AMG ..evviva ;Alfa Romeo;Giulia;neutro;;;neutro;;;;;;;;;
Museo Alfa Romeo: finalmente il TAR ha respinto il vergognoso ricorso contro il vincolo.;https://forum.quattroruote.it/threads/museo-alfa-romeo-finalmente-il-tar-ha-respinto-il-vergognoso-ricorso-contro-il-vincolo.49441/page-181;22/04/2013 00:00;Gt_junior;"alfalele ha scritto: La risposta del direttore riproposta da ""autofede""mi sembra una enorme presa per il culo.... Non chiudere stabilimenti..e certo che non li chiud lavorano un giorno alla settimana e la cassa integrazione la paghiamo noi.. Il rilancio dell'Alfa..ma dove??cosa??con i esemplari all'anno di 4c?? Sistemare il museo? e lo chiudi due anni senza farci niente? Poi non si possono leggere le difese al gruppone di maxetto e 156...non le avete ancora consumate le unghie sullo specchio?? :-D... Siamo in democrazi no? Io difendo chi mi pare. Se poi non le puoi leggere le difese mie e di 156 semplicemente non le leggere. :lol: Noto che ormai quelli che vogliono prendere in giro (secondo alcuni) sono diventati un trio [ Cavicch io e 156 ]... È alla fine capiranno quanto le sparavano grosse. ' alfalele ha scritto: La risposta del direttore riproposta da ""autofede""mi sembra una enorme presa per il culo.... Non chiudere stabilimenti..e certo che non li chiud lavorano un giorno alla settimana e la cassa integrazione la paghiamo noi.. Il rilancio dell'Alfa..ma dove??cosa??con i esemplari all'anno di 4c?? Sistemare il museo? e lo chiudi due anni senza farci niente? Poi non si possono leggere le difese al gruppone di maxetto e 156...non le avete ancora consumate le unghie sullo specchio?? :-D... Siamo in democrazi no? Io difendo chi mi pare. Se poi non le puoi leggere le difese mie e di 156 semplicemente non le leggere. :lol: Noto che ormai quelli che vogliono prendere in giro (secondo alcuni) sono diventati un trio [ Cavicch io e 156 ] 'La risposta del direttore riproposta da ""autofede""mi sembra una enorme presa per il culo.... Non chiudere stabilimenti..e certo che non li chiud lavorano un giorno alla settimana e la cassa integrazione la paghiamo noi.. Il rilancio dell'Alfa..ma dove??cosa??con i esemplari all'anno di 4c?? Sistemare il museo? e lo chiudi due anni senza farci niente? Poi non si possono leggere le difese al gruppone di maxetto e 156...non le avete ancora consumate le unghie sullo specchio?? :-D'";Ecco appunto vedi questo video http://m.youtube.com/watch ? feature=related&v=sv16LWmjTJo ;Alfa Romeo;;negativo;negativo;;;;;;;;;;;
Lancia Serie Speciale Zero6;https://www.autopareri.com/forums/topic/19066-lancia-serie-speciale-zero6?&page=2#comments;05/03/2006 11:23;Betha23;;"Apparte gli skerzi.... non vedo che ci sia di scandaloso....... sono l'equivalente delle freeride della FIAT..... irriconoscibili dall'estero ma soprattutto si sapeva da un mese che sarebbero uscite ! State tranquilli che dubito fortemente che vedremo in commercio quella con gli Strass :D Tornando al discorso gamma io spero solo che si diano una mossa con sta Delta/Lybra e con la Fulvia....... ma soprattutto che imbocchino una strada CHIARA e DECISA.... senza cambiare idea ogni 10 minuti ... capisco la ""flessibilità rispetto al mercato"" ma si rischia di perdere solo tempo inutile........ e oggi il marchio Lancia è una gallina dalle uova d'oro. P.S. del tutto fuori luogo........ ieri in auto con un amico di parlava di macchine..... a un certo punto mi è stata posta la seguente domanda ..... ""Ma perchè l'alfa non fa un SuV ? "" ....... ho cominciato a prendere a testate il finestrino ! ";Lancia;Zero6;neutro;positivo;;;;;;;;;;;
Jeep Compass 2017;https://www.autopareri.com/forums/topic/61999-jeep-compass-2017?&page=30#comments;21/11/2016 09:18;owluca;;e senza sconto ;Jeep;Compass;negativo;;;;;;;;;;;;
quale tra le 2???;https://www.bmwpassion.com/forum/threads/quale-tra-le-2.42616/;30/05/2006 00:00;Andrew///M3;;Bene finalmente é arrivato il momento di prendere l´auto anche per gli usa la userá mio padre per la maggiore ma quando vado a trovarlo me la prendo io.L´altro giorno andammo un pó in giro e ci siamo soffermati su 2 modelli.Una é BMW siamo sentimentalisti l´altra una infiniti per chi non lo sapesse dovrebbe essere ma non ne sono sicuro il top di gamma nissan.La BMW é un 328 coupé eccovi la schermata della configurazioneoptionl pochi solo pelle pacchetto M e navigatore per un prezzo di 38 mila dollari piú 7% iva.L´altra mi piace molto tecnicamente molto valida impianto frenante Brembo motore da 300cv autobloccante manuale 6 marce cerchi da 19.Prezzo in linea con BMW solo che é piú piccola della BM.Voi tra le 2 quale prendereste ? ;BMW;328;neutro;;;;;;;;;;;;
Clio IV 3 mesi di vita incidentata.... pareri su danni;https://forum.quattroruote.it/threads/clio-iv-3-mesi-di-vita-incidentata-pareri-su-danni.114736/;06/02/2018 00:00;albert56;;io invece mi riferisco alla cera sulla strada ma è possibile che con tutte le norme di sicurezza che ci sono sia permessa una cosa così ? e se invece di una macchina ( nuova ) bocciata ci fosse stato un morto ? ;Renault;Clio;negativo;;;;;;;;;;;;
Alfa Kamal ovvero la vettura che sfiderà e batterà Bmw..;https://www.autopareri.com/forums/topic/3131-alfa-kamal-ovvero-la-vettura-che-sfider%C3%A0-e-batter%C3%A0-bmw?&page=2#comments;19/11/2003 01:08;T a u r u s;;Ma la concept della vettura e' gia' stata presentata nel 2001 la BMW CS1 non era altro che una versione concept della versione Cabrio della serie 2..il fatto stranno e' che poi e' stata annulata la 2 Cabrio.... ;BMW;CS1;negativo;negativo;;;;;;;;;;;
Forlimpopoli Largo Paolucci Dè Calboli 4;https://www.forumelettrico.it/forum/forlimpopoli-supermercato-a-o-t5178-10.html?sid=f8c4c386fa6d9785f5f33b7a0acea8b1&sid=f8c4c386fa6d9785f5f33b7a0acea8b1;05/05/2019, 8:15;marco;'ho lasciato un foglio che spiega i rischi in cui incorrono nel parcheggiare li';Che foglio è ? Mi pare una versione inedita rispetto a quella che abbiamo realizzato qui ( ovvero questa > biglietto-foglietto-volantino-per-occupatori-abusivi-colonnine-stazioni-di-ricarica-t82-20.html#p30976 ) : sono curioso magari potrebbe dare qualche spunto aggiuntivo per migliorare il nostro ;;;neutro;;;;;;;;;;;;
Ferrari teste a Monza  430575FXX...;https://www.autopareri.com/forums/topic/16208-ferrari-teste-a-monza-430575fxx?&page=3#comments;21/10/2005 02:00;Michel1980;;et 800Nm di coppia grazie al'Uniair e l'iniezione diretta jts no ? ;Ferrari;;neutro;;;;;neutro;;neutro;;;;;
FAST EVAD  Via della Pisana 353 (IP);https://www.forumelettrico.it/forum/topic5590.html?sid=9b3d6660a00250109c0902db2fb0b90b;11/05/2019 16:03;Kermit;'Sono ignorante di Rom ma mi sembra che (caso unico al mondo) essa sia divisa in 15 municip dove ognuno decide quel cacchio che vuole.Ipotizzo allora che ognuno abbia il proprio ufficio tecnico e sopratutto ufficio onestà ed ufficio bustarelle & Tangenti. Ecco spiegato dunque perchè in alcune zone ci sono tante colonnine ed in altre no.';Ho qualche dubbio in merito perché non mi risulta che i municipi abbiano tutta questa autonomia. Va tenuto in conto poi che le colonnine sono attaccate alla rete del distributore ( Acea anzi a-reti ) che è unico per tutta Roma e che non è esattamente un campione di efficienza. Magari il problema sta la ( vedi enormi zone ancora con il fase-fase e il 220V trifase ) ;;;negativo;;;;;;;;negativo;;;;
Abarth 124 rally RGT;https://forum.quattroruote.it/threads/abarth-124-rally-rgt.106123/page-27;07/07/2018 00:00;mani in alto;;Certo che tra le due abarth ce ne sono di posizioni. A questo punto comincio a consolidare l'idea che Ciamin sia un signor pilota e contemporaneamente che le 124 possano quasi dire la loro contro le R5 visto che ormai sono sempre in mezzo al gruppo. ;Abarth;124;positivo;;;;;positivo;;;;;;;
Outback 2015 prime impressioni;https://forum.quattroruote.it/threads/outback-2015-prime-impressioni.99176/page-5;06/01/2016 00:00;mika69;'Dovrebbe essere questo in teoria... http://www.planetsubaru.com/2017-subaru-forester.htm';Non credo. L'avevo visto ma per me è solo un rendering di un restyling del modello attuale che risale al 2008 peraltro quotato sui mercati USA mi pare. Poi tutto può essere. Ma essendo appunto del 2008 dubito lo modifichino ancora. Voci più concrete dicono si rifarà al concept che ho linkato. Però appunto aspetto qualche mese per capirne di più magari al salone di marzo che non ricordo qual è presenteranno qualcosa...vedremo. ;Mitsubishi;Outback;neutro;;;;;;;;;;;;
Acquisto Alfa: domanda scomoda;https://forum.quattroruote.it/threads/acquisto-alfa-domanda-scomoda.108141/page-5;17/01/2017 00:00;HenryQ;"'Io sono ex 15 quindi amante sincero dell'auto. Quando l'ho comprat l'ho fatto perché la reputavo decisamente l'auto più bella esistente a listino (io avevo la SW e secondo me si fa guardare tutt'ora; personalmente avevo la 2.0 170 c e posso dire che se pensiamo a motore e tenuta di strad hai poche rival l'auto merita sul serio. Se parliamo di tutto il pacchetto aut sinceramente deludent perché elettronica e componentistica non sono decisamente all'altezza del rest ma se ti piace guidare e basta e ti turi il naso di fronte a tutto il rest sei a posto. Come finitur decisamente un paio di spanne sopra MiTo e Giulietta (con la Giulia siamo l a me non piace ma è gusto personale). Riguardo alla scelta dei motor se ho ben capito tu sei indirizzato al solo benzina: anzitutto l'unico motore ""nostrale"" è il TBi 200 c ed io lo prenderei al volo; i JT sia nelle cilindrate 1. 2.2 e 3.2 sono basamenti G ma la testata è interamente Alfa.Si dice non siano dei fulmin ma se uno avesse voglia di divertirs escludendo il 3.2 che ha costi di gestione mostruosi (bollo e superbollo per il 2.2 (ma anche per il 3.2) pare esistesse una modifica commercializzata da Autodelta UK che consisteva nell'aggiunta del compressore e quindi di un bel po' di cavalli. Il 1.8 140 c io onestamente lo lascerei volentieri agli amanti della Vectr anche perché su quello mi risulta che l'unica cosa fatta da Alfa Romeo sia scriverci sopra ""Alfa Romeo e che quindi sia pari pari l'unità montata su Vectr Signum e Croma. Quind indubbiament roba inadatta al temperamento dell'aut esattamente come il 1.4 Fire 70 cv sulla MiTo. Sponsorizzo alla grande il TB e ci sta che ne trovi senza troppi km a prezzi giusti. Riguardo invece Giulietta e MiT sono auto che non riesco ad amare addirittur neppure a considerare Alf ma sarò ""razzista"" io. Infin sull'affidabilit considerato che la mia era un'auto diversa da quella che cerch qualche grattacapo me l'ha dato in tutta onest ma mai roba eccessivamente rognosa; sull'assistenz per lo meno quella con cui ho avuto a che fare io (due officine autorizzate ed il concessionario Alfa dove acquista all'epoca addirittura gestito dalla Casa e ad oggi chiuso dirne tutto il male del mondo è troppo poco.'";Grazie mille anche a te mi avete convinto Anche perchè effettivamente la macchina è pesante e 170nm di coppia non sono il massimo della vita purtroppo 1750 non ne trovo in zona da me ma ho ancora diverso tempo prima di cambiare auto magari qualcuno salta fuori. Comunque secondo me andrebbe benissimo anche il 1.9 jts per i miei canoni non sono uno che cerca la velocità quanto la fluidità di guida e soprattutto una bella macchina e le Alfa esteticamente sono sempre state belle 159/Brera davvero bellissime. Sulla MiTo ho già deciso di no sulla Giulietta invece ci sto ancora pensando. ;Alfa Romeo;;;;;;;negativo;;positivo;;;;;
Audi A3 2012;https://www.autopareri.com/forums/topic/46464-audi-a3-2012?&page=17#comments;05/03/2012 22:22;A.Masera;;ho sovrapposto i blueprints... fondamentalmente è stata progettata da zero ma ricalcando le stesse proporzioni... http://img864.imageshack.us/img864/4397/2011audia3.jpg ;Audi;A3;neutro;neutro;;;;;;;;;;;
VAG (Audi) - Nuova versione 1.8 TFSI;https://www.autopareri.com/forums/topic/43271-vag-audi-nuova-versione-18-tfsi?&page=6#comments;28/10/2011 13:09;Uomo dell'Ovest;;Imho è meglio ! 320nm da 1.400 a 3.700 giri e finita la coppia massima hai subito la potenza massima di 170cv a partire da 3.800 giri fino a 6.200 ! Poi il prezzo è inferiore e costerà qualcosina meno per assicurazione. E non sembra un trattore ! ;Audi;;positivo;;;;;positivo;;positivo;;;;;
2016 baleno;https://forum.quattroruote.it/threads/2016-baleno.100283/page-32;31/12/2018 00:00;amicable;;Topic un po' abbandonato vedo ad ogni modo una domanda per i possessori di Baleno Top e Hybrid Top sapete se per caso gli specchietti esterni si chiudono elettricamente ? Nel sito non ne fanno menzione mentre invece ho visto un video non italiano dove questo accessorio è presente. ;Suzuki;Baleno;neutro;;;;;;;;;;positivo;;
Alfa Romeo Giulietta (Topic Ufficiale - 2009);https://www.autopareri.com/forums/topic/36127-alfa-romeo-giulietta-topic-ufficiale-2009?&page=1100#comments;11/10/2010 14:16;Cosimo;;Ochezz.. son diventato premium e non me ne sono accorto ? Dal limbo elettrodomestical-tassistico assurgerò all'empireo della Premiumness Comunque in effetti è molto simile motivo in più per toglierlo ;Alfa Romeo;Giulietta;positivo;;;;;;;;;;;;
Mi presento !;https://www.bmwpassion.com/forum/threads/mi-presento.207591/;26/04/2019 00:00;guzzo76;;Salve a tutti ;;;positivo;;;;;;;;;;;;
Legge di stabilità..ecco perché Renzi si definisce rottamatore;https://www.bmwpassion.com/forum/threads/legge-di-stabilit%C3%A0-ecco-perch%C3%A9-renzi-si-definisce-rottamatore.243850/page-64;11/06/2005 00:00;PuccioE39;;"E stupido anche giustificare l'imposizione di una tassa solo per il fatto che c'è ""negli altri paesi"". ";;;negativo;;;;;;;;;;;;
Jaguar XJ M.Y. 2014;https://www.autopareri.com/forums/topic/34236-jaguar-xj-my-2014?&page=21#comments;11/07/2009 09:03;vandiemen;;Ma solo a me piace la coda ? ;Jaguar;XJ;positivo;;;positivo;;;;;;;;;
Luci di posizione a led per New Ypsilon;https://forum.quattroruote.it/threads/luci-di-posizione-a-led-per-new-ypsilon.94540/;02/03/2015 00:00;ottovalvole;'forse mi sbagi ma con il restyling i fari diurni dovrebbero essere proprio a led...';speriamo ! ! ! Perchè alla fine dietro sono a led ( l'Audi A1 nelle versioni base ce li ha al tungsteno ) ;Lancia;Ypsilon;positivo;;;;;;;;;;positivo;;
991 GT3 mark2 ;http://www.porschemania.it/discus/messages/492693/800181.html?1511823907;05/04/2017 16:03;gunball;Qui un altro... ma come fanno ad averle i commercianti?;Forse a volte \xe8 meglio non chiederselo.;Porsche;911;neutro;;;;;;;;;;;;
Auguri MiTo!;https://forum.quattroruote.it/threads/auguri-mito.115509/page-2;20/03/2018 00:00;?angelo0;'Tranne la Giulietta veloce da 240 c piuttosto rumorosa (bel rumore comunque).';Rumore tutto di altra natura.Un godimento che parla da se...Provare per credere. ;Alfa Romeo;Mito;positivo;;;;;;;molto positivo;;;;;
BMW - Downsizing futuri motori;https://www.autopareri.com/forums/topic/30394-bmw-downsizing-futuri-motori?&page=12#comments;14/09/2012 10:36;TonyH;;"Non metterei però Mondeo e BMW sullo stesso piano specie dopo che per 10 anni ci hanno fatto le PALLE a julienne sulla superiorità della seconda rispetto alla prima..... Il motore piccolo su un'auto ""elettrodomestico"" non mi turba anzi se abbatte i costi di gestione ben venga. Su un'auto che pretende di essere qualcosa di più - e pretende di farmelo pagare come tale perchè non credo che il listino di questi frullatori sarà inferiore agli attuali 4L - si. Come già mi turba una serie 3 con 116cv....già che pago il marchio voglio qualcosa di più. ";BMW;;negativo;negativo;;;;;;negativo;;;;;
Acquisto Seat Alhambra?;https://forum.quattroruote.it/threads/acquisto-seat-alhambra.107308/;25/11/2016 00:00;Francesco Caste;;Buongiorno a tutti sono nuovo del forum e dovendo cambiare macchina causa espansione famiglia.. mi sto orientando sull'Alhambra. Cercando in rete però non trovo quasi nessun riferimento a problemi/difetti importanti.. cosa che dovrebbe farmi stare tranquillo giusto ? ? Mi potreste gentilmente dire se e quali problemi avete riscontrato con quest'auto ? anche cose a cui fare attenzione in caso di acquisto o in cosa siete veramente soddisfatti ? Grazie mille a tutti per le risposte ! Francesco ;Seat;Alhambra;neutro;;;;;;;;;;;neutro;
"550  SPYDER ""LITTLE BASTARD""";http://www.porschemania.it/discus/messages/815/432689.html?1232804812;24/01/2009 12:00;danielterry;;ne ha una in esposizione interna Saottini auto di desenzano conce uff Porsche;Porsche;550 Spyder;neutro;;;;;;;;;;;;neutro
Nuovo 320 d cabrio;https://www.autopareri.com/forums/topic/24910-nuovo-320-d-cabrio?&page=5#comments;05/10/2007 13:56;TonyH;;Noi ci abbiamo provato ad assumere mago merlino ma non ce lo lasciano assumere come stagista:b26 ;BMW;Serie 3;neutro;;;;;;;;;;;;
Modalità PU vettura  Ibrida;https://forum.quattroruote.it/threads/modalit%C3%A0-pu-vettura-ibrida.113663/page-2;09/12/2017 00:00;derblume;;Io la power lo uso di solito a due condizioni quando devo fare un sorpasso in poco spazzio/tempo o nei lunghe salite o percorsi impegantivi se ho voglia di mantenere un certo ritmo. Lo trovo molto piacevole e non ho mai provato quanto potrebbe influenzare i consumi se si faccesse un uso piu quotidiano. Ma in generale la potenza in eco resta sempre piu che sufficente per coprire 95% delle mie necesità. ;;;positivo;;;;;positivo;neutro;neutro;;;;;
KAROQ 15 TSI 150 cv;https://forum.quattroruote.it/threads/karoq-1-5-tsi-150-cv.119394/;15/11/2018 00:00;ivanpg;;Io la sto aspettando. ;Skoda;Karoq;neutro;;;;;;;;;;;;
"Maserati ""Quattroporte"" - CERCA L'AMERICA";https://www.autopareri.com/forums/topic/7588-maserati-quattroporte-cerca-lamerica;22/06/2004 22:59;T a u r u s;;Quattroporte ha una linea capace di 20 vetture al giorno..il che significa 5000 vetture pro annum a regime con la settimana a 6 giorni....poco piu' di 5800 vetture annuali al limite con la settimana a 7 giorni....comunque dobbiamo dire che e' una vettura che mira alle versioni piu' costose ed accessoriate delle tedesche...basta dire che in USA le vetture di simile tipologia alla quattroporte come S430 e S500 cioe' segmento F con V8 aspirato tra i 4 e i 5 lt costano decisamente di meno la S430 costa 74.970 $ e la S500 83.420$.....ma hanno anche molti cavalli in meno...nonostante la maggiore cilindrata nel caso della S500... Maserati Quattroporte 97.150$ 4.25V8 400bhp Maserati Quattroporte Sport 107.150$ 4.25V8 400bhp Mercedes Benz S430 74.970$ 4.3V8 275bhp Mercedes Benz S430 4matic 77.870$ 4.3V8 275bhp Mercedes Benz S500 83.420$ 5.0V8 302bhp Mercedes Benz S500 4matic 86.320$ 5.0V8 302bhp Jaguar XJ8 60.495$ 4.2V8 294bhp Jaguar Vanden Plas 69.995$ 4.2V8 294bhp Jaguar XJR 75.995$ 4.2V8 Supercharged 390bhp BMW 745i 69.300$ 4.4V8 325bhp BMW 745Li 73.300$ 4.4V8 325bhp Audi A8 L 69.220$ 4.2V8 330bhp Lexus LS 56.000$ 4.3V8 290bhp Lexus LS Sport 56.220$ 4.3V8 290bhp Lexus LS Premium 57.390$ 4.3V8 290bhp Lexus LS Modern Luxury 60.980$ 4.3V8 290bhp Lexus LS Custom Luxury 61.935$ 4.3V8 290bhp Lexus LS Ultra Luxury 67.320$ 4.3V8 290bhp Cadillac STS 4.6L Standard 49.995$ 4.6V8 320bhp Cadillac STS 4.6L Luxury 53.395$ 4.6V8 320bhp Cadillac STS 4.6L Luxury Sport 56.995$ 4.6V8 320bhp Infiniti Q45 Luxury 52.400$ 4.5V8 340bhp Infiniti Q45 Premium 61.600$ 4.5V8 340bhp ;Maserati;Quattroporte;neutro;positivo;;;;;;positivo;;;;;
156 Sport: che cos'è?;https://www.autopareri.com/forums/topic/11822-156-sport-che-cos%C3%A8;04/03/2005 17:06;competizione;;"La 156 Rest è stata realizzata da Giugaro dopo la presentazione di Brera. Il restyling come anche quello della 147 è stato fatto per consentire il salto di generazione fra la vecchia produzione e quella futura capeggiata da 159 e Brera ( vedi infatti il tagio frontale e lo scudetto di 147fl in cui rivedi tratti e stilemi di Brera e 159 ) . La 156 Sport esposta a Ginevra è una TI con allestimento più ricco caratterizzata esteticamente dai cerchi lega di disegno diverso e dalla doppia uscita di scarico posteriore ( se poi c'è qualke altra modifica correggietemi ) . Penso che la vettura in questione sia una specie di ""Final Edition"" di una vettura che ha ridato fiato alla Fiat ma più specificamemnte che ha permesso al Biscione di riprendere la strada per tornare ai fasti di un tempo. Questo allestimento viene offerto sia con la berlina che con la wagon però non so quanto costerà e quanto tempo rimarrà in produzione. OT: mi stavo chiedendo: ma con l'uscita di 159 la Crosswagon uscirà di produzione ? Non penso che venga eliminata dato che non è uscita da nemmeno un'anno ma allora fino a quando rimarrà in produzione ? E la Sportwagon Q4 ? ";Alfa Romeo;156;neutro;positivo;;neutro;;;;;;;;;
Alfa Romeo MiTo M.Y. 2014;https://www.autopareri.com/forums/topic/51949-alfa-romeo-mito-my-2014?&page=2#comments;12/06/2013 19:03;JackSEWing;;mmm speravo nel contorno fari brunito ;Alfa Romeo;Mito;negativo;;;neutro;;;;;;;;;
Alfa Romeo Stelvio 2017;https://www.autopareri.com/forums/topic/62477-alfa-romeo-stelvio-2017?&page=250#comments;26/04/2017 21:54;alfa nel cuore;;Su quattroruote di questo mese la Stelvio prende a martellate il suv Jaguar. Si parla di 5 secondi nella prova in pista..... ;Alfa Romeo;Stelvio;positivo;molto positivo;;;;molto positivo;;;;;;;
Suv Lamborghini....prestigio in decadenza?;https://forum.quattroruote.it/threads/suv-lamborghini-prestigio-in-decadenza.63473/;01/05/2012 00:00;YuppieHippie;;Ragazzi ad essere onesti se andate a vedere è notizia recente che la Phaeton data per spacciata sta vivendo una seconda ottima giovinezza in Cina. Tanto che in VW hanno ufficialmente deciso di darle un'erede. Ha ragione Quattroruote: è un'auto straordinaria con interni favolosi che ha sofferto semplicemente il fatto che qui in Occidente è più diffusa la sua cugina Audi. Per quanto riguarda Lambo e Porsche Cayenne è la Porsche che vende di più quindi è importantissima. Abbassamento dell'immagine del marchio ? Francamente non credo. Chi si fa la Porsche evasore o no è sempre un gradino più in alto. E' pur sempre una Porsche. Così come la LamboSUV sarà pur sempre una Lamborghini. Costosissima s'intende.... E questa sarebbe decadenza ? La Kubang sarebbe la decadenza della Maserati ? No ma dai.... Restano sempre e comunque dei BOLIDI ;Lamborghini;;positivo;molto positivo;;;;;;;;;;;
